ID,image_id,category_id,bbox,score
3791,13018,2,"[31.278, 267.999, 37.205, 35.527]",0.7729300000000001
3792,13018,2,"[164.048, 260.613, 20.468, 26.385]",0.69474
3793,13018,8,"[112.488, 134.977, 12.421, 37.786]",0.6612300000000001
3794,13018,2,"[4.081, 275.083, 26.584, 29.124]",0.6579
3795,13018,2,"[287.095, 249.787, 24.28, 27.653]",0.51949
3796,13018,8,"[71.48, 164.34, 13.025, 35.916]",0.49217000000000005
3797,13018,3,"[283.665, 249.106, 12.397, 46.004]",0.3919
3798,13018,4,"[71.57, 164.282, 12.822, 36.395]",0.39125000000000004
3799,13018,4,"[167.233, 107.241, 13.377, 38.747]",0.37828
3800,13018,7,"[167.758, 107.605, 12.898, 38.705]",0.33127
3801,13018,5,"[167.103, 107.655, 12.838, 37.608]",0.32135
3802,13018,2,"[0.739, 280.995, 7.31, 28.885]",0.30094000000000004
3803,13018,4,"[273.725, 189.884, 9.204, 27.952]",0.30001
3804,13018,2,"[77.45, 254.719, 27.896, 36.102]",0.25523
3805,13018,2,"[159.0, 257.589, 28.122, 32.49]",0.23431000000000002
3806,13018,2,"[1.5, 277.184, 21.855, 29.092]",0.22726000000000002
3807,29778,2,"[41.175, 244.286, 89.606, 87.848]",0.8991100000000001
3808,29778,2,"[457.934, 209.512, 53.282, 103.886]",0.8930100000000001
3809,29778,2,"[189.625, 246.254, 40.62, 49.641]",0.8369200000000001
3810,29778,2,"[391.547, 221.268, 79.271, 77.066]",0.8215600000000001
3811,29778,2,"[147.974, 253.635, 35.831, 39.592]",0.80132
3812,29778,2,"[311.714, 229.693, 72.812, 54.806]",0.48715
3813,29778,2,"[25.617, 261.257, 30.653, 36.837]",0.4056
3814,29778,2,"[175.689, 251.045, 18.864, 31.431]",0.37270000000000003
3815,29778,2,"[376.277, 234.301, 22.36, 38.372]",0.34282
3816,29778,2,"[342.696, 231.537, 42.159, 49.979]",0.298
3817,29778,2,"[0.0, 247.755, 28.378, 44.397]",0.28336
3818,29778,2,"[162.315, 251.894, 32.683, 37.036]",0.28269
3819,29778,2,"[284.573, 249.719, 36.231, 34.306]",0.28224000000000005
3820,28336,2,"[24.855, 248.647, 94.984, 92.452]",0.90849
3821,28336,2,"[185.102, 249.28, 42.198, 53.219]",0.8462500000000001
3822,28336,2,"[141.627, 256.785, 36.614, 42.128]",0.80991
3823,28336,2,"[443.718, 219.868, 67.078, 75.525]",0.79159
3824,28336,2,"[303.69, 241.19, 110.885, 58.191]",0.52095
3825,28336,2,"[0.579, 266.619, 31.739, 43.121]",0.46002000000000004
3826,28336,2,"[171.687, 253.312, 19.722, 32.565]",0.30217000000000005
3827,28336,2,"[107.423, 258.278, 29.086, 33.106]",0.25391
3828,17520,2,"[1.387, 248.981, 99.884, 104.615]",0.9034200000000001
3829,17520,2,"[357.46, 198.932, 153.22, 131.381]",0.8983200000000001
3830,17520,2,"[129.685, 260.568, 39.949, 45.545]",0.8961800000000001
3831,17520,2,"[179.884, 251.54, 45.277, 56.207]",0.8724600000000001
3832,17520,2,"[164.563, 256.1, 21.004, 31.853]",0.62831
3833,17520,2,"[79.306, 262.249, 33.039, 34.251]",0.23121000000000003
3834,20375,2,"[165.701, 242.105, 63.729, 78.386]",0.8938200000000001
3835,20375,2,"[0.0, 235.999, 67.483, 149.935]",0.87543
3836,20375,2,"[103.35, 255.1, 54.391, 57.702]",0.8619800000000001
3837,20375,2,"[320.619, 245.638, 30.015, 40.628]",0.75987
3838,20375,2,"[298.704, 249.116, 22.724, 27.248]",0.68115
3839,20375,2,"[350.681, 226.82, 54.031, 71.905]",0.5971000000000001
3840,20375,2,"[341.857, 237.409, 47.344, 57.701]",0.56583
3841,20375,2,"[282.075, 249.637, 13.677, 21.061]",0.42196000000000006
3842,20375,2,"[340.967, 243.242, 32.304, 49.681]",0.40512000000000004
3843,20375,2,"[157.828, 249.775, 18.796, 35.81]",0.36314
3844,20375,2,"[359.848, 222.998, 62.242, 77.554]",0.3554
3845,14182,2,"[159.723, 242.946, 72.482, 89.08]",0.91117
3846,14182,2,"[0.387, 247.949, 65.786, 149.386]",0.8930400000000001
3847,14182,2,"[107.077, 259.087, 54.824, 55.787]",0.8677800000000001
3848,14182,2,"[351.484, 241.679, 45.111, 51.883]",0.84743
3849,14182,2,"[315.678, 249.008, 27.995, 30.418]",0.8461500000000001
3850,14182,2,"[415.138, 210.369, 95.484, 110.893]",0.82747
3851,14182,2,"[387.505, 237.312, 52.358, 64.659]",0.6652300000000001
3852,14182,11,"[283.595, 237.939, 17.93, 34.143]",0.5661400000000001
3853,14182,2,"[295.213, 250.213, 15.315, 22.783]",0.5400900000000001
3854,14182,2,"[388.061, 220.25, 109.786, 92.295]",0.33453000000000005
3855,14182,2,"[60.482, 258.117, 36.266, 30.847]",0.29669
3856,25986,2,"[279.628, 237.233, 103.102, 107.988]",0.9247500000000001
3857,25986,2,"[0.902, 247.159, 83.57, 112.629]",0.9237700000000001
3858,25986,2,"[98.535, 194.204, 138.284, 190.275]",0.9229600000000001
3859,25986,2,"[235.384, 253.126, 38.383, 44.114]",0.8532500000000001
3860,25986,2,"[471.689, 210.968, 40.311, 56.312]",0.8215600000000001
3861,25986,2,"[62.37, 234.916, 47.093, 72.947]",0.75687
3862,28388,2,"[98.274, 192.47, 137.958, 188.5]",0.93459
3863,28388,2,"[278.733, 234.871, 104.279, 108.884]",0.9217500000000001
3864,28388,2,"[0.246, 245.289, 85.044, 112.028]",0.9162500000000001
3865,28388,2,"[235.102, 250.765, 39.035, 43.946]",0.85706
3866,28388,2,"[473.473, 207.613, 38.45, 54.81]",0.78698
3867,28388,2,"[61.416, 230.184, 47.816, 75.607]",0.7507800000000001
3868,19257,2,"[156.871, 219.993, 77.795, 110.72]",0.9180800000000001
3869,19257,2,"[0.999, 221.321, 90.702, 118.606]",0.8820500000000001
3870,19257,2,"[260.655, 243.173, 57.229, 66.047]",0.87843
3871,19257,2,"[328.818, 180.604, 183.182, 215.568]",0.8759
3872,19257,2,"[77.571, 247.318, 60.951, 68.437]",0.8417
3873,19257,2,"[233.829, 249.636, 30.905, 38.357]",0.7309
3874,19257,2,"[121.596, 235.456, 39.086, 61.97]",0.6752300000000001
3875,19257,2,"[437.205, 192.59, 74.795, 296.357]",0.5895900000000001
3876,28748,2,"[319.041, 226.236, 177.013, 155.843]",0.93317
3877,28748,2,"[0.626, 244.056, 95.67, 112.565]",0.9225500000000001
3878,28748,2,"[168.952, 229.022, 58.74, 86.139]",0.8910300000000001
3879,28748,2,"[248.718, 244.884, 42.754, 54.652]",0.78027
3880,28748,2,"[285.034, 217.101, 52.822, 120.844]",0.72718
3881,28748,2,"[113.448, 251.294, 37.289, 53.325]",0.72577
3882,28748,2,"[62.055, 232.697, 60.307, 83.35]",0.7150200000000001
3883,28748,2,"[227.817, 249.647, 25.59, 36.388]",0.6940500000000001
3884,28748,2,"[134.4, 239.441, 31.533, 52.605]",0.68018
3885,28748,2,"[159.701, 249.666, 17.74, 35.154]",0.45244000000000006
3886,28748,2,"[480.462, 266.28, 31.135, 239.553]",0.3624
3887,28748,2,"[116.229, 243.428, 45.09, 54.602]",0.24627000000000002
3888,21405,2,"[75.404, 234.472, 140.127, 166.055]",0.9397300000000001
3889,21405,2,"[291.96, 240.192, 87.403, 90.244]",0.89931
3890,21405,11,"[0.052000000000000005, 205.9, 61.273, 80.692]",0.8762700000000001
3891,21405,2,"[34.234, 260.538, 47.903, 53.163]",0.8627300000000001
3892,21405,2,"[272.091, 234.094, 50.355, 72.501]",0.78834
3893,21405,2,"[245.762, 255.932, 30.151, 38.006]",0.6939200000000001
3894,21405,2,"[59.079, 214.979, 67.78, 68.443]",0.60353
3895,21405,2,"[361.161, 199.194, 49.508, 89.254]",0.54388
3896,21405,11,"[165.941, 204.225, 71.172, 115.807]",0.50522
3897,21405,2,"[201.932, 195.468, 41.51, 135.32]",0.50355
3898,21405,2,"[162.315, 191.831, 75.306, 130.589]",0.49053
3899,21405,11,"[59.32, 215.396, 65.382, 70.355]",0.45675000000000004
3900,21405,11,"[361.409, 204.208, 46.623, 85.119]",0.42999000000000004
3901,21405,11,"[195.517, 198.737, 47.811, 131.529]",0.25562
3902,21405,11,"[63.906, 223.756, 44.648, 64.042]",0.25462
3903,21405,2,"[253.209, 249.524, 27.396, 48.326]",0.22926000000000002
3904,21569,2,"[75.337, 234.144, 139.977, 166.768]",0.9379200000000001
3905,21569,2,"[291.583, 240.244, 87.897, 89.946]",0.8988800000000001
3906,21569,11,"[0.109, 205.94, 61.288, 80.582]",0.8674100000000001
3907,21569,2,"[33.657, 260.648, 48.116, 52.68]",0.86211
3908,21569,2,"[272.089, 234.148, 50.472, 72.56]",0.7825200000000001
3909,21569,2,"[245.745, 256.186, 29.77, 37.495]",0.6828000000000001
3910,21569,2,"[59.089, 215.569, 67.842, 68.361]",0.5855100000000001
3911,21569,11,"[165.192, 203.477, 72.691, 115.116]",0.5277200000000001
3912,21569,2,"[360.945, 199.637, 49.868, 88.626]",0.5275700000000001
3913,21569,2,"[161.658, 191.963, 76.624, 129.929]",0.51122
3914,21569,2,"[202.069, 194.848, 41.136, 135.302]",0.47325000000000006
3915,21569,11,"[59.358, 216.057, 65.213, 70.309]",0.46357000000000004
3916,21569,11,"[361.235, 204.572, 46.641, 84.75]",0.43095000000000006
3917,21569,11,"[64.222, 223.231, 44.386, 65.289]",0.30187
3918,21569,11,"[195.002, 198.412, 48.214, 131.217]",0.25654000000000005
3919,14201,2,"[75.532, 234.756, 140.041, 166.241]",0.9401200000000001
3920,14201,2,"[291.849, 240.232, 87.605, 90.163]",0.90083
3921,14201,11,"[0.0, 205.518, 61.065, 81.605]",0.8701300000000001
3922,14201,2,"[33.738, 260.547, 48.124, 53.363]",0.86377
3923,14201,2,"[272.34, 233.772, 50.267, 72.962]",0.78827
3924,14201,2,"[246.007, 256.123, 30.134, 37.665]",0.7116600000000001
3925,14201,2,"[58.29, 215.002, 68.743, 68.855]",0.59211
3926,14201,2,"[361.379, 199.612, 49.508, 89.644]",0.54845
3927,14201,2,"[161.467, 192.254, 76.731, 131.113]",0.5154
3928,14201,11,"[164.789, 203.272, 72.628, 116.816]",0.51465
3929,14201,2,"[201.306, 195.046, 41.159, 135.907]",0.4501
3930,14201,11,"[58.651, 215.579, 66.128, 70.705]",0.44204000000000004
3931,14201,11,"[361.655, 204.437, 46.51, 85.837]",0.43945000000000006
3932,14201,11,"[63.479, 223.379, 44.44, 64.537]",0.27135000000000004
3933,14201,11,"[193.19, 198.603, 49.1, 131.645]",0.23953000000000002
3934,11832,2,"[75.218, 233.953, 140.018, 166.545]",0.9375800000000001
3935,11832,2,"[291.785, 240.12, 87.699, 90.48]",0.89846
3936,11832,11,"[0.0, 206.297, 61.142, 80.411]",0.88199
3937,11832,2,"[33.658, 260.952, 49.267, 52.419]",0.8612000000000001
3938,11832,2,"[272.318, 234.14, 50.329, 72.606]",0.77939
3939,11832,2,"[245.697, 255.907, 30.242, 38.132]",0.7131700000000001
3940,11832,2,"[58.639, 214.662, 67.989, 68.508]",0.5792900000000001
3941,11832,2,"[360.146, 200.389, 49.803, 88.866]",0.54744
3942,11832,11,"[163.608, 201.772, 73.712, 118.891]",0.5238900000000001
3943,11832,2,"[160.797, 192.315, 77.33, 130.753]",0.51803
3944,11832,11,"[58.941, 215.382, 65.381, 70.378]",0.47091000000000005
3945,11832,2,"[201.389, 194.532, 41.308, 136.151]",0.45936000000000005
3946,11832,11,"[361.364, 204.274, 46.706, 85.759]",0.39881000000000005
3947,11832,11,"[63.611, 223.906, 44.406, 63.629]",0.29314
3948,11832,11,"[193.648, 197.753, 48.878, 132.746]",0.23082000000000003
3949,8180,2,"[75.514, 234.02, 140.034, 167.134]",0.9379600000000001
3950,8180,2,"[291.474, 240.006, 88.235, 90.478]",0.8978800000000001
3951,8180,2,"[14.182, 248.61, 85.292, 94.369]",0.8758800000000001
3952,8180,11,"[0.0, 205.723, 61.211, 79.216]",0.83164
3953,8180,2,"[271.621, 234.14, 50.763, 73.044]",0.78202
3954,8180,2,"[246.152, 255.342, 29.883, 38.521]",0.6953900000000001
3955,8180,2,"[57.976, 214.294, 69.574, 55.183]",0.59606
3956,8180,2,"[360.228, 200.283, 50.284, 88.522]",0.5430400000000001
3957,8180,11,"[165.104, 203.42, 73.16, 117.487]",0.49469
3958,8180,2,"[160.268, 194.307, 79.462, 125.034]",0.49189000000000005
3959,8180,2,"[201.21, 195.409, 41.783, 135.553]",0.49088000000000004
3960,8180,11,"[360.525, 201.306, 50.567, 89.607]",0.40165
3961,8180,11,"[58.83, 216.114, 68.821, 57.478]",0.32085
3962,8180,11,"[193.436, 199.02, 49.236, 131.267]",0.24532
3963,23863,2,"[75.509, 234.033, 139.885, 166.952]",0.9375200000000001
3964,23863,2,"[291.556, 240.129, 87.743, 90.556]",0.8971800000000001
3965,23863,11,"[0.0, 205.973, 61.086, 81.635]",0.88085
3966,23863,2,"[34.0, 260.79, 47.794, 52.612]",0.8549800000000001
3967,23863,2,"[272.304, 234.017, 50.268, 72.46]",0.77976
3968,23863,2,"[245.794, 255.458, 30.354, 38.86]",0.7159300000000001
3969,23863,2,"[58.481, 215.616, 68.176, 68.083]",0.5723900000000001
3970,23863,2,"[360.194, 200.973, 50.22, 87.882]",0.5412600000000001
3971,23863,11,"[164.575, 203.196, 72.714, 117.586]",0.5068400000000001
3972,23863,2,"[161.224, 191.428, 76.36, 131.421]",0.5066400000000001
3973,23863,2,"[201.799, 195.962, 41.271, 134.86]",0.49451000000000006
3974,23863,11,"[57.849, 219.428, 66.266, 66.909]",0.49029000000000006
3975,23863,11,"[360.632, 202.153, 50.257, 88.525]",0.42214
3976,23863,11,"[196.115, 198.919, 46.721, 131.967]",0.2533
3977,26362,2,"[77.127, 232.027, 137.951, 170.993]",0.9480100000000001
3978,26362,2,"[291.285, 239.947, 88.14, 90.728]",0.9007100000000001
3979,26362,11,"[0.054, 205.987, 61.365, 81.354]",0.88026
3980,26362,2,"[33.919, 260.945, 48.55, 53.656]",0.8733200000000001
3981,26362,2,"[271.929, 233.551, 50.686, 72.912]",0.7758900000000001
3982,26362,2,"[245.451, 256.16, 30.545, 38.638]",0.72958
3983,26362,2,"[59.156, 215.259, 67.604, 68.303]",0.58921
3984,26362,11,"[165.175, 202.587, 71.503, 115.777]",0.5646500000000001
3985,26362,2,"[360.42, 200.87, 49.947, 88.243]",0.53259
3986,26362,2,"[163.539, 195.105, 72.45, 123.395]",0.5213300000000001
3987,26362,2,"[201.148, 196.517, 40.368, 132.329]",0.5199
3988,26362,11,"[59.33, 215.814, 65.188, 70.443]",0.48854000000000003
3989,26362,11,"[360.715, 201.77, 50.142, 89.283]",0.42819
3990,26362,11,"[64.803, 224.007, 44.236, 63.623]",0.26574000000000003
3991,26362,11,"[192.037, 201.283, 49.506, 125.623]",0.2419
3992,6499,2,"[89.155, 235.611, 126.396, 153.945]",0.93703
3993,6499,2,"[290.332, 239.233, 89.789, 90.457]",0.8977400000000001
3994,6499,2,"[33.275, 261.533, 54.263, 52.86]",0.89414
3995,6499,11,"[0.0, 204.601, 60.985, 83.174]",0.86065
3996,6499,2,"[272.71, 234.093, 50.079, 72.735]",0.79607
3997,6499,2,"[245.258, 256.556, 30.727, 37.851]",0.72221
3998,6499,2,"[58.888, 215.296, 68.524, 72.002]",0.60046
3999,6499,2,"[360.57, 202.585, 48.453, 88.386]",0.5291100000000001
4000,6499,2,"[204.813, 199.722, 36.726, 129.914]",0.52456
4001,6499,11,"[60.521, 218.427, 64.285, 73.799]",0.48995000000000005
4002,6499,11,"[167.353, 203.733, 67.243, 115.982]",0.46801000000000004
4003,6499,2,"[165.067, 196.283, 69.742, 121.263]",0.45355000000000006
4004,6499,11,"[360.658, 201.983, 50.012, 88.597]",0.41683000000000003
4005,6499,11,"[194.811, 203.704, 46.502, 124.003]",0.25079
4006,26376,2,"[107.374, 236.953, 111.113, 136.621]",0.93842
4007,26376,2,"[292.731, 240.392, 86.598, 90.536]",0.90156
4008,26376,2,"[32.941, 261.704, 55.097, 53.858]",0.8974000000000001
4009,26376,11,"[0.0, 205.464, 61.901, 83.189]",0.8558300000000001
4010,26376,2,"[272.352, 233.966, 50.292, 72.7]",0.7963
4011,26376,2,"[244.381, 255.876, 31.215, 38.161]",0.73984
4012,26376,2,"[59.864, 216.049, 69.22, 82.1]",0.54452
4013,26376,2,"[207.48, 200.821, 34.156, 128.957]",0.5383100000000001
4014,26376,2,"[360.839, 199.781, 50.492, 89.146]",0.5314300000000001
4015,26376,11,"[165.826, 205.429, 71.14, 113.351]",0.5268
4016,26376,2,"[163.135, 198.969, 72.444, 117.916]",0.50529
4017,26376,11,"[60.221, 216.592, 66.799, 82.554]",0.49511000000000005
4018,26376,11,"[360.313, 202.003, 50.824, 89.007]",0.4183
4019,26376,11,"[204.2, 205.671, 37.502, 119.671]",0.23012000000000002
4020,28817,2,"[75.53, 234.357, 139.751, 166.256]",0.9382900000000001
4021,28817,2,"[291.617, 240.103, 87.522, 89.874]",0.8973300000000001
4022,28817,11,"[0.257, 205.272, 60.49, 81.278]",0.87709
4023,28817,2,"[33.985, 260.855, 48.755, 52.585]",0.8589
4024,28817,2,"[272.006, 233.815, 50.757, 72.911]",0.77966
4025,28817,2,"[246.079, 256.349, 29.565, 38.502]",0.69393
4026,28817,2,"[58.278, 215.939, 68.111, 67.738]",0.5875400000000001
4027,28817,2,"[160.253, 192.944, 78.234, 129.942]",0.5472800000000001
4028,28817,2,"[361.234, 199.567, 49.807, 89.288]",0.54612
4029,28817,11,"[162.616, 202.9, 74.958, 117.917]",0.5376200000000001
4030,28817,2,"[201.746, 195.052, 41.267, 136.853]",0.48066000000000003
4031,28817,11,"[58.604, 216.313, 65.481, 69.775]",0.46588
4032,28817,11,"[361.463, 203.917, 46.717, 85.516]",0.41121
4033,28817,11,"[196.936, 199.18, 46.043, 132.172]",0.23113000000000003
4034,25223,2,"[107.596, 236.959, 110.53, 136.739]",0.9386500000000001
4035,25223,2,"[290.878, 239.146, 89.004, 90.047]",0.90307
4036,25223,2,"[33.252, 261.737, 54.861, 53.569]",0.8937
4037,25223,11,"[0.15, 205.354, 61.335, 82.73]",0.8602400000000001
4038,25223,2,"[272.278, 233.705, 50.387, 72.961]",0.7939100000000001
4039,25223,2,"[244.701, 256.295, 31.126, 37.269]",0.7154400000000001
4040,25223,2,"[59.574, 216.259, 69.348, 82.992]",0.5453600000000001
4041,25223,2,"[207.221, 201.675, 34.395, 126.925]",0.54013
4042,25223,2,"[361.015, 198.701, 50.173, 90.003]",0.5363800000000001
4043,25223,11,"[166.569, 206.339, 70.206, 111.371]",0.5060800000000001
4044,25223,11,"[59.943, 216.936, 66.67, 82.948]",0.49451000000000006
4045,25223,2,"[163.351, 200.04, 72.252, 115.643]",0.4723
4046,25223,11,"[360.532, 200.987, 50.422, 89.431]",0.42678000000000005
4047,25223,11,"[202.536, 206.561, 39.011, 118.201]",0.23944000000000001
4048,2544,2,"[330.998, 192.491, 155.614, 180.084]",0.9130300000000001
4049,2544,2,"[183.559, 256.297, 44.981, 56.384]",0.9006600000000001
4050,2544,2,"[119.221, 258.583, 35.04, 39.634]",0.8441500000000001
4051,2544,2,"[156.913, 251.062, 33.915, 45.849]",0.8190400000000001
4052,2544,2,"[262.474, 255.578, 45.717, 56.43]",0.8146200000000001
4053,2544,2,"[442.273, 231.356, 69.501, 221.766]",0.7746700000000001
4054,2544,2,"[297.245, 225.728, 43.523, 100.669]",0.6880900000000001
4055,2544,11,"[0.168, 186.847, 85.933, 152.362]",0.6554
4056,2544,2,"[81.059, 259.304, 25.751, 56.323]",0.6499
4057,2544,2,"[213.961, 239.594, 32.783, 54.057]",0.55323
4058,2544,2,"[267.69, 250.039, 58.669, 65.192]",0.54201
4059,2544,2,"[253.149, 257.679, 19.362, 41.799]",0.48723000000000005
4060,2544,2,"[198.788, 242.633, 45.077, 55.823]",0.46939000000000003
4061,2544,11,"[212.875, 239.313, 32.983, 53.115]",0.39145
4062,2544,2,"[0.40700000000000003, 189.088, 83.289, 148.254]",0.37098000000000003
4063,20937,2,"[101.691, 241.0, 66.671, 85.906]",0.8910100000000001
4064,20937,2,"[194.651, 259.139, 42.552, 54.249]",0.88531
4065,20937,2,"[26.736, 264.835, 46.546, 69.464]",0.83901
4066,20937,2,"[283.795, 255.262, 76.9, 80.07]",0.75243
4067,20937,2,"[467.52, 232.507, 44.451, 242.33]",0.7324200000000001
4068,20937,2,"[263.745, 261.057, 37.292, 50.304]",0.72916
4069,20937,2,"[344.474, 217.27, 149.357, 163.361]",0.7102900000000001
4070,20937,2,"[230.179, 247.971, 27.553, 49.312]",0.6197400000000001
4071,20937,2,"[40.605, 250.869, 44.533, 38.743]",0.45405000000000006
4072,20937,2,"[161.907, 261.872, 14.143, 34.53]",0.36291
4073,20937,11,"[0.0, 173.598, 29.991, 169.071]",0.32674000000000003
4074,20937,11,"[229.188, 246.535, 27.912, 50.402]",0.24692000000000003
4075,15384,2,"[287.447, 251.55, 89.412, 93.78]",0.90963
4076,15384,2,"[194.914, 257.826, 39.821, 51.948]",0.8994400000000001
4077,15384,2,"[408.63, 231.812, 103.37, 248.41]",0.8733900000000001
4078,15384,2,"[26.779, 251.728, 75.081, 75.386]",0.8716800000000001
4079,15384,2,"[406.092, 231.584, 57.109, 67.901]",0.82191
4080,15384,2,"[356.846, 237.984, 39.227, 45.2]",0.79171
4081,15384,2,"[229.945, 244.977, 30.994, 47.633]",0.77575
4082,15384,2,"[91.017, 256.41, 33.489, 52.646]",0.70769
4083,15384,2,"[125.146, 257.827, 27.967, 41.591]",0.6701800000000001
4084,15384,2,"[149.431, 260.761, 15.548, 27.746]",0.528
4085,15384,2,"[117.128, 261.692, 18.405, 43.844]",0.45379
4086,15384,2,"[391.205, 241.924, 22.895, 40.867]",0.38293000000000005
4087,15384,2,"[107.906, 259.885, 26.483, 46.489]",0.35338
4088,15384,2,"[468.726, 226.316, 43.274, 61.047]",0.3042
4089,15384,2,"[363.072, 240.022, 47.737, 43.243]",0.29450000000000004
4090,15384,2,"[121.552, 256.945, 23.483, 45.268]",0.26964000000000005
4091,18797,2,"[185.615, 259.71, 40.953, 52.698]",0.8999900000000001
4092,18797,2,"[365.602, 239.47, 146.398, 265.656]",0.8831
4093,18797,2,"[229.336, 246.463, 40.179, 48.251]",0.8236800000000001
4094,18797,2,"[88.115, 257.59, 36.309, 52.486]",0.81122
4095,18797,2,"[60.846, 266.737, 36.835, 54.224]",0.8030600000000001
4096,18797,2,"[123.011, 253.152, 49.626, 40.184]",0.78944
4097,18797,2,"[7.796, 256.006, 58.76, 78.822]",0.7546100000000001
4098,18797,2,"[311.145, 247.717, 50.517, 26.077]",0.7170200000000001
4099,18797,2,"[1.325, 259.035, 17.685, 88.389]",0.54925
4100,18797,2,"[382.841, 229.116, 60.284, 52.789]",0.53276
4101,18797,2,"[184.461, 250.054, 68.34, 59.307]",0.4974
4102,18797,2,"[87.896, 256.688, 61.018, 51.269]",0.37558
4103,13191,2,"[184.056, 252.254, 42.313, 52.075]",0.8795700000000001
4104,13191,2,"[57.268, 247.161, 49.535, 62.838]",0.8671800000000001
4105,13191,2,"[123.97, 243.059, 46.729, 51.519]",0.86528
4106,13191,2,"[412.335, 215.162, 91.731, 72.8]",0.8114800000000001
4107,13191,2,"[13.8, 259.575, 52.902, 64.8]",0.7580500000000001
4108,13191,2,"[319.028, 238.586, 56.05, 28.834]",0.70859
4109,13191,2,"[238.178, 231.41, 56.394, 56.186]",0.69208
4110,13191,2,"[101.153, 247.82, 29.613, 29.38]",0.66676
4111,13191,2,"[380.854, 236.846, 45.584, 42.004]",0.51531
4112,13191,5,"[120.344, 220.564, 6.231, 17.64]",0.40393
4113,13191,11,"[239.089, 230.99, 55.015, 57.088]",0.37115000000000004
4114,13191,7,"[100.547, 206.2, 7.311, 22.632]",0.34875
4115,13191,2,"[1.11, 257.303, 29.122, 80.525]",0.332
4116,13191,2,"[0.19, 256.524, 48.168, 72.596]",0.24512000000000003
4117,21085,2,"[358.465, 225.276, 138.784, 59.569]",0.8682500000000001
4118,21085,2,"[0.45, 241.204, 27.608, 66.807]",0.7971800000000001
4119,21085,7,"[307.286, 186.067, 8.281, 22.536]",0.31234
4120,1299,2,"[151.741, 245.396, 180.089, 81.994]",0.90183
4121,1299,2,"[384.397, 232.983, 121.443, 79.997]",0.8879
4122,1299,2,"[344.438, 258.451, 57.58, 57.315]",0.6616200000000001
4123,1299,7,"[91.847, 194.916, 7.859, 25.613]",0.54176
4124,1299,7,"[102.525, 231.92, 11.409, 31.977]",0.3799
4125,1299,2,"[344.969, 267.24, 38.575, 48.316]",0.23192000000000002
4126,16110,11,"[2.855, 125.73, 203.347, 215.746]",0.8546
4127,16110,2,"[382.04, 240.038, 39.501, 55.884]",0.8466300000000001
4128,16110,2,"[264.56, 257.664, 42.527, 43.831]",0.84457
4129,16110,2,"[195.612, 233.349, 74.557, 74.222]",0.806
4130,16110,2,"[444.185, 255.715, 21.888, 29.014]",0.7028700000000001
4131,16110,2,"[298.559, 252.877, 28.935, 40.727]",0.67669
4132,16110,11,"[263.301, 230.915, 45.041, 36.027]",0.58118
4133,16110,2,"[416.581, 253.379, 21.021, 33.255]",0.50834
4134,16110,2,"[265.273, 238.824, 42.074, 54.335]",0.49049000000000004
4135,16110,2,"[330.927, 260.31, 23.178, 24.809]",0.45801000000000003
4136,16110,2,"[496.311, 251.154, 15.689, 58.35]",0.44691000000000003
4137,16110,11,"[265.273, 238.824, 42.074, 54.335]",0.26081000000000004
4138,12359,2,"[279.902, 218.404, 95.828, 120.026]",0.9166000000000001
4139,12359,2,"[44.115, 216.102, 95.033, 117.653]",0.8769600000000001
4140,12359,2,"[368.379, 160.134, 143.621, 341.455]",0.87677
4141,12359,2,"[240.508, 251.821, 32.98, 43.647]",0.7837700000000001
4142,12359,2,"[191.566, 253.559, 26.079, 36.202]",0.7711100000000001
4143,12359,2,"[130.054, 255.216, 26.702, 54.573]",0.6814
4144,12359,2,"[144.731, 244.056, 29.625, 55.931]",0.62697
4145,12359,2,"[267.799, 249.361, 24.176, 67.869]",0.5691400000000001
4146,12359,2,"[147.111, 244.153, 45.342, 57.042]",0.2947
4147,13407,2,"[123.275, 239.715, 96.102, 118.118]",0.9301
4148,13407,2,"[291.396, 240.213, 88.221, 90.812]",0.90192
4149,13407,2,"[33.177, 261.819, 54.646, 53.85]",0.90007
4150,13407,11,"[0.0, 205.353, 61.864, 82.392]",0.8578800000000001
4151,13407,2,"[272.622, 233.991, 50.317, 71.995]",0.79254
4152,13407,2,"[244.752, 256.695, 31.119, 37.801]",0.73306
4153,13407,2,"[104.701, 255.294, 31.79, 51.533]",0.72919
4154,13407,2,"[60.029, 216.447, 70.882, 81.323]",0.55035
4155,13407,2,"[361.346, 198.496, 50.03, 90.866]",0.5359400000000001
4156,13407,11,"[183.375, 223.089, 51.303, 86.748]",0.5049
4157,13407,11,"[60.539, 217.772, 67.979, 80.497]",0.49148000000000003
4158,13407,2,"[205.38, 216.419, 33.344, 98.023]",0.49095000000000005
4159,13407,2,"[178.926, 218.434, 55.738, 89.635]",0.46458000000000005
4160,13407,11,"[360.875, 200.554, 50.274, 90.708]",0.42323000000000005
4161,27206,2,"[275.955, 249.882, 45.25, 54.335]",0.8679
4162,27206,2,"[19.974, 267.704, 38.801, 48.254]",0.85465
4163,27206,2,"[366.196, 248.44, 116.797, 129.242]",0.8536100000000001
4164,27206,2,"[132.898, 252.299, 35.417, 43.35]",0.8422600000000001
4165,27206,2,"[82.779, 255.55, 33.841, 45.223]",0.8414
4166,27206,2,"[52.217, 262.457, 35.825, 44.482]",0.8328500000000001
